[22-Feb-2023 07:04:29 UTC] PHP Parse error:  syntax error, unexpected '}' in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 311
[22-Feb-2023 07:16:29 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:16:29 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:16:29 UTC] PHP Notice:  Undefined variable: result in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 325
[22-Feb-2023 07:16:30 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:16:30 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:16:31 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:16:31 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:16:31 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:16:31 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
[22-Feb-2023 07:16:44 UTC] PHP Warning:  Declaration of loggmax_class_walker::start_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::start_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 40
[22-Feb-2023 07:16:44 UTC] PHP Warning:  Declaration of loggmax_class_walker::end_lvl(&$output, $depth) should be compatible with Walker_Nav_Menu::end_lvl(&$output, $depth = 0, $args = NULL) in /var/www/html/learning-task/wp-content/themes/twentytwentyone-child/functions.php on line 47
